station_label,sv_label,epoch_utc,range_l1_m,range_l2_m,elevation_deg
RX-2,SV-R,2026-05-14T10:29:00Z,20936590.104,20936590.743,57.941
RX-2,SV-R,2026-05-14T10:30:00Z,20927790.062,20927790.952,58.129
RX-2,SV-R,2026-05-14T10:31:00Z,20919041.106,20919042.026,58.317
RX-2,SV-R,2026-05-14T10:32:00Z,20910342.892,20910343.847,58.505
RX-2,SV-R,2026-05-14T10:33:00Z,20901695.529,20901696.102,58.693
RX-2,SV-R,2026-05-14T10:34:00Z,20893098.556,20893099.429,58.881
RX-2,SV-R,2026-05-14T10:35:00Z,20884553.038,20884553.672,59.069
RX-2,SV-R,2026-05-14T10:36:00Z,20876058.103,20876058.727,59.258
RX-2,SV-R,2026-05-14T10:37:00Z,20867614.172,20867614.703,59.446
RX-2,SV-R,2026-05-14T10:38:00Z,20859220.923,20859221.608,59.634
RX-2,SV-R,2026-05-14T10:39:00Z,20850878.638,20850879.253,59.822
RX-2,SV-R,2026-05-14T10:40:00Z,20842587.150,20842588.072,60.010
RX-2,SV-R,2026-05-14T10:41:00Z,20834346.848,20834347.484,60.198
RX-2,SV-R,2026-05-14T10:42:00Z,20826157.716,20826158.374,60.386
RX-2,SV-R,2026-05-14T10:43:00Z,20818019.177,20818020.165,60.574
RX-2,SV-R,2026-05-14T10:44:00Z,20809931.920,20809932.729,60.762
RX-2,SV-R,2026-05-14T10:45:00Z,20801895.933,20801896.538,60.950
RX-2,SV-R,2026-05-14T10:46:00Z,20793910.658,20793911.368,61.138
RX-2,SV-R,2026-05-14T10:47:00Z,20785976.524,20785977.469,61.326
RX-2,SV-R,2026-05-14T10:48:00Z,20778093.659,20778094.366,61.514
RX-2,SV-R,2026-05-14T10:49:00Z,20770261.751,20770262.626,61.702
RX-2,SV-R,2026-05-14T10:50:00Z,20762481.253,20762481.621,61.890
RX-2,SV-R,2026-05-14T10:51:00Z,20754751.466,20754752.225,62.078
RX-2,SV-R,2026-05-14T10:52:00Z,20747073.158,20747073.759,62.266
RX-2,SV-R,2026-05-14T10:53:00Z,20739445.958,20739446.510,62.454
RX-2,SV-R,2026-05-14T10:54:00Z,20731869.968,20731870.492,62.642
RX-2,SV-R,2026-05-14T10:55:00Z,20724345.360,20724345.894,62.830
RX-2,SV-R,2026-05-14T10:56:00Z,20716871.798,20716872.436,63.019
RX-2,SV-R,2026-05-14T10:57:00Z,20709449.375,20709450.278,63.207
RX-2,SV-R,2026-05-14T10:58:00Z,20702078.215,20702079.500,63.395
RX-2,SV-R,2026-05-14T10:59:00Z,20694758.896,20694759.500,63.583
RX-2,SV-R,2026-05-14T11:00:00Z,20687490.640,20687491.325,63.771
RX-2,SV-R,2026-05-14T11:01:00Z,20680273.607,20680274.233,63.959
RX-2,SV-R,2026-05-14T11:02:00Z,20673107.777,20673108.671,64.147
RX-2,SV-R,2026-05-14T11:03:00Z,20665993.632,20665994.454,64.335
RX-2,SV-R,2026-05-14T11:04:00Z,20658931.022,20658931.420,64.523
RX-2,SV-R,2026-05-14T11:05:00Z,20651919.256,20651919.678,64.711
RX-2,SV-R,2026-05-14T11:06:00Z,20644958.913,20644959.770,64.899
RX-2,SV-R,2026-05-14T11:07:00Z,20638050.316,20638050.999,65.087
RX-2,SV-R,2026-05-14T11:08:00Z,20631193.003,20631193.734,65.275
RX-2,SV-R,2026-05-14T11:09:00Z,20624387.239,20624387.962,65.463
RX-2,SV-R,2026-05-14T11:10:00Z,20617633.044,20617633.362,65.651
RX-2,SV-R,2026-05-14T11:11:00Z,20610929.861,20610930.523,65.839
RX-2,SV-R,2026-05-14T11:12:00Z,20604278.726,20604279.250,66.027
RX-2,SV-R,2026-05-14T11:13:00Z,20597678.645,20597679.304,66.215
RX-2,SV-R,2026-05-14T11:14:00Z,20591130.249,20591130.848,66.403
RX-2,SV-R,2026-05-14T11:15:00Z,20584633.508,20584633.901,66.592
RX-2,SV-T,2026-05-14T09:15:00Z,21204748.745,21204752.270,52.652
RX-2,SV-T,2026-05-14T09:16:00Z,21193887.899,21193891.320,52.852
RX-2,SV-T,2026-05-14T09:17:00Z,21183083.299,21183086.833,53.052
RX-2,SV-T,2026-05-14T09:18:00Z,21172335.621,21172338.788,53.252
RX-2,SV-T,2026-05-14T09:19:00Z,21161644.077,21161647.558,53.452
RX-2,SV-T,2026-05-14T09:20:00Z,21151009.178,21151012.622,53.652
RX-2,SV-T,2026-05-14T09:21:00Z,21140431.194,21140434.604,53.852
RX-2,SV-T,2026-05-14T09:22:00Z,21129909.659,21129913.416,54.052
RX-2,SV-T,2026-05-14T09:23:00Z,21119444.920,21119448.463,54.252
RX-2,SV-T,2026-05-14T09:24:00Z,21109037.066,21109040.652,54.452
RX-2,SV-T,2026-05-14T09:25:00Z,21098685.960,21098689.154,54.652
RX-2,SV-T,2026-05-14T09:26:00Z,21088391.636,21088394.979,54.852
RX-2,SV-T,2026-05-14T09:27:00Z,21078154.219,21078157.672,55.052
RX-2,SV-T,2026-05-14T09:28:00Z,21067973.592,21067977.215,55.252
RX-2,SV-T,2026-05-14T09:29:00Z,21057850.045,21057853.450,55.452
RX-2,SV-T,2026-05-14T09:30:00Z,21047783.240,21047787.049,55.652
RX-2,SV-T,2026-05-14T09:31:00Z,21037773.746,21037777.121,55.852
RX-2,SV-T,2026-05-14T09:32:00Z,21027821.057,21027824.458,56.052
RX-2,SV-T,2026-05-14T09:33:00Z,21017925.424,21017929.090,56.252
RX-2,SV-T,2026-05-14T09:34:00Z,21008087.121,21008090.430,56.452
RX-2,SV-T,2026-05-14T09:35:00Z,20998305.816,20998309.063,56.651
RX-2,SV-T,2026-05-14T09:36:00Z,20988581.742,20988584.758,56.851
RX-2,SV-T,2026-05-14T09:37:00Z,20978914.681,20978918.175,57.051
RX-2,SV-T,2026-05-14T09:38:00Z,20969304.790,20969308.158,57.251
RX-2,SV-T,2026-05-14T09:39:00Z,20959752.207,20959755.547,57.451
RX-2,SV-T,2026-05-14T09:40:00Z,20950257.204,20950260.382,57.651
RX-2,SV-T,2026-05-14T09:41:00Z,20940819.044,20940822.542,57.851
RX-2,SV-T,2026-05-14T09:42:00Z,20931438.428,20931441.838,58.051
RX-2,SV-T,2026-05-14T09:43:00Z,20922115.460,20922118.889,58.251
RX-2,SV-T,2026-05-14T09:44:00Z,20912849.490,20912852.924,58.451
RX-2,SV-T,2026-05-14T09:45:00Z,20903641.224,20903644.579,58.651
RX-2,SV-T,2026-05-14T09:46:00Z,20894490.073,20894493.338,58.851
RX-2,SV-T,2026-05-14T09:47:00Z,20885396.521,20885399.882,59.051
RX-2,SV-T,2026-05-14T09:48:00Z,20876360.686,20876364.067,59.251
RX-2,SV-T,2026-05-14T09:49:00Z,20867382.083,20867385.474,59.451
RX-2,SV-T,2026-05-14T09:50:00Z,20858461.223,20858464.479,59.651
RX-2,SV-T,2026-05-14T09:51:00Z,20849597.832,20849601.258,59.851
RX-2,SV-T,2026-05-14T09:52:00Z,20840792.087,20840795.336,60.051
RX-2,SV-T,2026-05-14T09:53:00Z,20832043.892,20832047.509,60.251
RX-2,SV-T,2026-05-14T09:54:00Z,20823353.634,20823356.743,60.450
RX-2,SV-T,2026-05-14T09:55:00Z,20814720.674,20814723.988,60.650
RX-2,SV-T,2026-05-14T09:56:00Z,20806145.406,20806148.890,60.850
RX-2,SV-T,2026-05-14T09:57:00Z,20797628.118,20797631.480,61.050
RX-2,SV-T,2026-05-14T09:58:00Z,20789168.295,20789171.772,61.250
RX-2,SV-T,2026-05-14T09:59:00Z,20780766.805,20780770.007,61.450
RX-2,SV-T,2026-05-14T10:00:00Z,20772422.369,20772425.916,61.650
RX-2,SV-T,2026-05-14T10:01:00Z,20764136.243,20764139.544,61.850
RX-2,SV-T,2026-05-14T10:02:00Z,20755907.890,20755911.162,62.050
RX-2,SV-T,2026-05-14T10:03:00Z,20747737.358,20747740.633,62.250
RX-2,SV-T,2026-05-14T10:04:00Z,20739624.628,20739627.555,62.450
RX-2,SV-T,2026-05-14T10:05:00Z,20731569.764,20731573.038,62.650
RX-2,SV-T,2026-05-14T10:06:00Z,20723572.730,20723576.137,62.850
RX-2,SV-T,2026-05-14T10:07:00Z,20715633.986,20715637.161,63.050
RX-2,SV-T,2026-05-14T10:08:00Z,20707753.043,20707756.126,63.250
RX-2,SV-T,2026-05-14T10:09:00Z,20699929.888,20699932.851,63.450
RX-2,SV-T,2026-05-14T10:10:00Z,20692165.064,20692168.159,63.650
RX-2,SV-T,2026-05-14T10:11:00Z,20684457.821,20684461.107,63.850
RX-2,SV-T,2026-05-14T10:12:00Z,20676809.038,20676812.296,64.050
RX-2,SV-T,2026-05-14T10:13:00Z,20669218.015,20669221.307,64.250
RX-2,SV-T,2026-05-14T10:14:00Z,20661685.228,20661688.381,64.449
RX-2,SV-T,2026-05-14T10:15:00Z,20654210.422,20654213.739,64.649
RX-2,SV-T,2026-05-14T10:16:00Z,20646794.034,20646797.019,64.849
RX-2,SV-T,2026-05-14T10:17:00Z,20639435.040,20639438.583,65.049
RX-2,SV-T,2026-05-14T10:18:00Z,20632135.022,20632138.074,65.249
RX-2,SV-T,2026-05-14T10:19:00Z,20624892.903,20624896.065,65.449
RX-2,SV-T,2026-05-14T10:20:00Z,20617708.741,20617712.048,65.649
RX-2,SV-T,2026-05-14T10:21:00Z,20610582.963,20610586.157,65.849
RX-2,SV-T,2026-05-14T10:22:00Z,20603515.300,20603518.596,66.049
RX-2,SV-T,2026-05-14T10:23:00Z,20596505.887,20596509.091,66.249
RX-2,SV-T,2026-05-14T10:24:00Z,20589554.721,20589557.871,66.449
RX-2,SV-T,2026-05-14T10:25:00Z,20582661.788,20582665.151,66.649
RX-2,SV-T,2026-05-14T10:26:00Z,20575827.126,20575830.474,66.849
RX-2,SV-T,2026-05-14T10:27:00Z,20569050.924,20569054.169,67.049
RX-2,SV-T,2026-05-14T10:28:00Z,20562332.927,20562336.067,67.249
RX-2,SV-T,2026-05-14T10:29:00Z,20555673.263,20555676.282,67.449
RX-2,SV-T,2026-05-14T10:30:00Z,20549071.883,20549075.138,67.649
RX-2,SV-T,2026-05-14T10:31:00Z,20542528.823,20542531.918,67.849
RX-2,SV-T,2026-05-14T10:32:00Z,20536044.343,20536047.463,68.049
RX-2,SV-T,2026-05-14T10:33:00Z,20529617.926,20529620.864,68.248
RX-2,SV-T,2026-05-14T10:34:00Z,20523250.075,20523253.332,68.448
RX-2,SV-T,2026-05-14T10:35:00Z,20516940.538,20516943.608,68.648
RX-2,SV-T,2026-05-14T10:36:00Z,20510689.476,20510692.915,68.848
RX-2,SV-T,2026-05-14T10:37:00Z,20504496.807,20504499.980,69.048
RX-2,SV-T,2026-05-14T10:38:00Z,20498362.492,20498365.781,69.248
RX-2,SV-T,2026-05-14T10:39:00Z,20492286.785,20492290.040,69.448
RX-2,SV-T,2026-05-14T10:40:00Z,20486269.657,20486272.670,69.648
RX-2,SV-T,2026-05-14T10:41:00Z,20480310.895,20480313.926,69.848
RX-2,SV-T,2026-05-14T10:42:00Z,20474410.461,20474413.586,70.048
RX-2,SV-T,2026-05-14T10:43:00Z,20468568.597,20468571.931,70.248
RX-2,SV-T,2026-05-14T10:44:00Z,20462785.252,20462788.657,70.448
RX-2,SV-T,2026-05-14T10:45:00Z,20457060.775,20457063.694,70.648
RX-2,SV-T,2026-05-14T10:46:00Z,20451394.071,20451397.384,70.848
RX-2,SV-T,2026-05-14T10:47:00Z,20445786.580,20445789.771,71.048
RX-2,SV-T,2026-05-14T10:48:00Z,20440237.659,20440240.622,71.248
RX-2,SV-T,2026-05-14T10:49:00Z,20434746.816,20434750.007,71.448
RX-2,SV-T,2026-05-14T10:50:00Z,20429314.835,20429317.904,71.648
RX-2,SV-T,2026-05-14T10:51:00Z,20423941.448,20423944.521,71.848
RX-2,SV-T,2026-05-14T10:52:00Z,20418626.737,20418629.777,72.048
RX-2,SV-T,2026-05-14T10:53:00Z,20413370.401,20413373.702,72.247
RX-2,SV-T,2026-05-14T10:54:00Z,20408172.815,20408175.806,72.447
RX-2,SV-T,2026-05-14T10:55:00Z,20403033.897,20403036.827,72.647
RX-2,SV-T,2026-05-14T10:56:00Z,20397953.584,20397956.679,72.847
RX-2,SV-T,2026-05-14T10:57:00Z,20392932.087,20392934.863,73.047
RX-2,SV-T,2026-05-14T10:58:00Z,20387968.852,20387972.031,73.247
RX-2,SV-T,2026-05-14T10:59:00Z,20383064.555,20383067.559,73.447
RX-2,SV-T,2026-05-14T11:00:00Z,20378219.051,20378221.702,73.647
RX-2,SV-T,2026-05-14T11:01:00Z,20373431.949,20373434.977,73.847
RX-2,SV-T,2026-05-14T11:02:00Z,20368703.680,20368706.791,74.047
RX-2,SV-T,2026-05-14T11:03:00Z,20364034.053,20364036.995,74.247
RX-2,SV-T,2026-05-14T11:04:00Z,20359423.238,20359426.071,74.447
RX-2,SV-T,2026-05-14T11:05:00Z,20354871.162,20354873.930,74.647
RX-2,SV-T,2026-05-14T11:06:00Z,20350377.633,20350380.687,74.847
RX-2,SV-T,2026-05-14T11:07:00Z,20345942.848,20345945.468,75.047
RX-2,SV-T,2026-05-14T11:08:00Z,20341566.734,20341569.780,75.247
RX-2,SV-T,2026-05-14T11:09:00Z,20337249.549,20337252.344,75.447
RX-2,SV-T,2026-05-14T11:10:00Z,20332990.799,20332993.837,75.647
RX-2,SV-T,2026-05-14T11:11:00Z,20328791.253,20328794.458,75.847
RX-2,SV-T,2026-05-14T11:12:00Z,20324650.127,20324653.468,76.046
RX-2,SV-T,2026-05-14T11:13:00Z,20320567.877,20320571.147,76.246
RX-2,SV-T,2026-05-14T11:14:00Z,20316544.467,20316547.686,76.446
RX-2,SV-T,2026-05-14T11:15:00Z,20312579.839,20312583.067,76.646
RX-2,SV-W,2026-05-14T09:15:00Z,21230301.504,21230302.062,52.186
RX-2,SV-W,2026-05-14T09:16:00Z,21218405.570,21218405.687,52.403
RX-2,SV-W,2026-05-14T09:17:00Z,21206575.233,21206575.600,52.619
RX-2,SV-W,2026-05-14T09:18:00Z,21194811.265,21194811.462,52.835
RX-2,SV-W,2026-05-14T09:19:00Z,21183113.377,21183113.883,53.052
RX-2,SV-W,2026-05-14T09:20:00Z,21171481.927,21171482.142,53.268
RX-2,SV-W,2026-05-14T09:21:00Z,21159916.481,21159916.864,53.485
RX-2,SV-W,2026-05-14T09:22:00Z,21148417.620,21148417.862,53.701
RX-2,SV-W,2026-05-14T09:23:00Z,21136985.008,21136985.230,53.918
RX-2,SV-W,2026-05-14T09:24:00Z,21125619.049,21125619.234,54.134
RX-2,SV-W,2026-05-14T09:25:00Z,21114319.414,21114319.557,54.350
RX-2,SV-W,2026-05-14T09:26:00Z,21103086.204,21103086.471,54.567
RX-2,SV-W,2026-05-14T09:27:00Z,21091919.696,21091919.947,54.783
RX-2,SV-W,2026-05-14T09:28:00Z,21080819.579,21080820.202,55.000
RX-2,SV-W,2026-05-14T09:29:00Z,21069786.324,21069786.508,55.216
RX-2,SV-W,2026-05-14T09:30:00Z,21058819.819,21058820.012,55.433
RX-2,SV-W,2026-05-14T09:31:00Z,21047920.102,21047920.326,55.649
RX-2,SV-W,2026-05-14T09:32:00Z,21037086.947,21037087.123,55.865
RX-2,SV-W,2026-05-14T09:33:00Z,21026321.010,21026321.110,56.082
RX-2,SV-W,2026-05-14T09:34:00Z,21015621.519,21015621.689,56.298
RX-2,SV-W,2026-05-14T09:35:00Z,21004988.859,21004989.273,56.515
RX-2,SV-W,2026-05-14T09:36:00Z,20994423.502,20994423.580,56.731
RX-2,SV-W,2026-05-14T09:37:00Z,20983924.799,20983924.824,56.948
RX-2,SV-W,2026-05-14T09:38:00Z,20973493.349,20973493.614,57.164
RX-2,SV-W,2026-05-14T09:39:00Z,20963128.948,20963129.221,57.380
RX-2,SV-W,2026-05-14T09:40:00Z,20952831.598,20952831.538,57.597
RX-2,SV-W,2026-05-14T09:41:00Z,20942601.614,20942601.435,57.813
RX-2,SV-W,2026-05-14T09:42:00Z,20932438.388,20932438.339,58.030
RX-2,SV-W,2026-05-14T09:43:00Z,20922342.364,20922342.720,58.246
RX-2,SV-W,2026-05-14T09:44:00Z,20912313.948,20912314.063,58.463
RX-2,SV-W,2026-05-14T09:45:00Z,20902352.594,20902352.682,58.679
RX-2,SV-W,2026-05-14T09:46:00Z,20892458.517,20892458.730,58.895
RX-2,SV-W,2026-05-14T09:47:00Z,20882631.753,20882631.871,59.112
RX-2,SV-W,2026-05-14T09:48:00Z,20872872.625,20872872.926,59.328
RX-2,SV-W,2026-05-14T09:49:00Z,20863180.831,20863180.906,59.545
RX-2,SV-W,2026-05-14T09:50:00Z,20853556.621,20853556.489,59.761
RX-2,SV-W,2026-05-14T09:51:00Z,20843999.334,20843999.302,59.978
RX-2,SV-W,2026-05-14T09:52:00Z,20834509.908,20834510.026,60.194
RX-2,SV-W,2026-05-14T09:53:00Z,20825087.828,20825088.035,60.410
RX-2,SV-W,2026-05-14T09:54:00Z,20815733.412,20815733.882,60.627
RX-2,SV-W,2026-05-14T09:55:00Z,20806446.977,20806447.077,60.843
RX-2,SV-W,2026-05-14T09:56:00Z,20797227.825,20797227.795,61.060
RX-2,SV-W,2026-05-14T09:57:00Z,20788076.289,20788076.420,61.276
RX-2,SV-W,2026-05-14T09:58:00Z,20778992.496,20778992.590,61.493
RX-2,SV-W,2026-05-14T09:59:00Z,20769976.658,20769976.764,61.709
RX-2,SV-W,2026-05-14T10:00:00Z,20761028.355,20761028.314,61.925
RX-2,SV-W,2026-05-14T10:01:00Z,20752147.699,20752147.638,62.142
RX-2,SV-W,2026-05-14T10:02:00Z,20743334.725,20743334.865,62.358
RX-2,SV-W,2026-05-14T10:03:00Z,20734590.182,20734590.054,62.575
RX-2,SV-W,2026-05-14T10:04:00Z,20725912.861,20725913.159,62.791
RX-2,SV-W,2026-05-14T10:05:00Z,20717303.679,20717303.621,63.008
RX-2,SV-W,2026-05-14T10:06:00Z,20708762.441,20708762.540,63.224
RX-2,SV-W,2026-05-14T10:07:00Z,20700289.162,20700289.182,63.440
RX-2,SV-W,2026-05-14T10:08:00Z,20691883.715,20691883.528,63.657
RX-2,SV-W,2026-05-14T10:09:00Z,20683546.276,20683546.364,63.873
RX-2,SV-W,2026-05-14T10:10:00Z,20675277.014,20675276.769,64.090
RX-2,SV-W,2026-05-14T10:11:00Z,20667075.771,20667075.552,64.306
RX-2,SV-W,2026-05-14T10:12:00Z,20658941.887,20658942.339,64.523
RX-2,SV-W,2026-05-14T10:13:00Z,20650876.990,20650876.900,64.739
RX-2,SV-W,2026-05-14T10:14:00Z,20642879.508,20642879.769,64.955
RX-2,SV-W,2026-05-14T10:15:00Z,20634950.270,20634950.526,65.172
RX-2,SV-W,2026-05-14T10:16:00Z,20627089.734,20627089.620,65.388
RX-2,SV-W,2026-05-14T10:17:00Z,20619296.743,20619296.937,65.605
RX-2,SV-W,2026-05-14T10:18:00Z,20611572.347,20611572.259,65.821
RX-2,SV-W,2026-05-14T10:19:00Z,20603915.841,20603916.040,66.038
RX-2,SV-W,2026-05-14T10:20:00Z,20596327.552,20596327.545,66.254
RX-2,SV-W,2026-05-14T10:21:00Z,20588807.663,20588807.553,66.471
RX-2,SV-W,2026-05-14T10:22:00Z,20581356.097,20581356.162,66.687
RX-2,SV-W,2026-05-14T10:23:00Z,20573972.634,20573972.440,66.903
RX-2,SV-W,2026-05-14T10:24:00Z,20566657.610,20566657.607,67.120
RX-2,SV-W,2026-05-14T10:25:00Z,20559410.704,20559410.895,67.336
RX-2,SV-W,2026-05-14T10:26:00Z,20552232.330,20552232.301,67.553
RX-2,SV-W,2026-05-14T10:27:00Z,20545122.347,20545122.361,67.769
RX-2,SV-W,2026-05-14T10:28:00Z,20538080.576,20538080.503,67.986
RX-2,SV-W,2026-05-14T10:29:00Z,20531107.341,20531107.204,68.202
RX-2,SV-W,2026-05-14T10:30:00Z,20524202.417,20524202.402,68.418
RX-2,SV-W,2026-05-14T10:31:00Z,20517365.930,20517365.769,68.635
RX-2,SV-W,2026-05-14T10:32:00Z,20510598.023,20510597.734,68.851
RX-2,SV-W,2026-05-14T10:33:00Z,20503898.328,20503898.069,69.068
RX-2,SV-W,2026-05-14T10:34:00Z,20497267.171,20497267.112,69.284
RX-2,SV-W,2026-05-14T10:35:00Z,20490704.612,20490704.223,69.501
RX-2,SV-W,2026-05-14T10:36:00Z,20484210.275,20484210.451,69.717
RX-2,SV-W,2026-05-14T10:37:00Z,20477784.872,20477784.724,69.933
RX-2,SV-W,2026-05-14T10:38:00Z,20471427.706,20471427.590,70.150
RX-2,SV-W,2026-05-14T10:39:00Z,20465139.252,20465139.285,70.366
RX-2,SV-W,2026-05-14T10:40:00Z,20458919.257,20458919.016,70.583
RX-2,SV-W,2026-05-14T10:41:00Z,20452767.900,20452767.732,70.799
RX-2,SV-W,2026-05-14T10:42:00Z,20446685.151,20446685.253,71.016
RX-2,SV-W,2026-05-14T10:43:00Z,20440671.064,20440670.821,71.232
RX-2,SV-W,2026-05-14T10:44:00Z,20434725.487,20434725.233,71.448
RX-2,SV-W,2026-05-14T10:45:00Z,20428848.624,20428848.434,71.665
RX-2,SV-W,2026-05-14T10:46:00Z,20423040.301,20423040.156,71.881
RX-2,SV-W,2026-05-14T10:47:00Z,20417300.738,20417300.541,72.098
RX-2,SV-W,2026-05-14T10:48:00Z,20411629.914,20411629.668,72.314
RX-2,SV-W,2026-05-14T10:49:00Z,20406027.466,20406027.402,72.531
RX-2,SV-W,2026-05-14T10:50:00Z,20400493.948,20400493.744,72.747
RX-2,SV-W,2026-05-14T10:51:00Z,20395029.338,20395029.018,72.963
RX-2,SV-W,2026-05-14T10:52:00Z,20389633.030,20389632.827,73.180
RX-2,SV-W,2026-05-14T10:53:00Z,20384305.682,20384305.454,73.396
RX-2,SV-W,2026-05-14T10:54:00Z,20379047.049,20379046.895,73.613
RX-2,SV-W,2026-05-14T10:55:00Z,20373857.061,20373856.667,73.829
RX-2,SV-W,2026-05-14T10:56:00Z,20368735.985,20368735.623,74.046
RX-2,SV-W,2026-05-14T10:57:00Z,20363683.525,20363683.262,74.262
RX-2,SV-W,2026-05-14T10:58:00Z,20358699.882,20358699.859,74.478
RX-2,SV-W,2026-05-14T10:59:00Z,20353785.226,20353784.889,74.695
RX-2,SV-W,2026-05-14T11:00:00Z,20348939.383,20348938.958,74.911
RX-2,SV-W,2026-05-14T11:01:00Z,20344162.331,20344162.040,75.128
RX-2,SV-W,2026-05-14T11:02:00Z,20339453.715,20339453.301,75.344
RX-2,SV-W,2026-05-14T11:03:00Z,20334814.299,20334814.175,75.561
RX-2,SV-W,2026-05-14T11:04:00Z,20330243.530,20330243.333,75.777
RX-2,SV-W,2026-05-14T11:05:00Z,20325741.818,20325741.648,75.993
RX-2,SV-W,2026-05-14T11:06:00Z,20321308.745,20321308.324,76.210
RX-2,SV-W,2026-05-14T11:07:00Z,20316944.720,20316944.691,76.426
RX-2,SV-W,2026-05-14T11:08:00Z,20312649.538,20312649.421,76.643
RX-2,SV-W,2026-05-14T11:09:00Z,20308423.161,20308423.078,76.859
RX-2,SV-W,2026-05-14T11:10:00Z,20304265.890,20304265.508,77.076
RX-2,SV-W,2026-05-14T11:11:00Z,20300177.072,20300177.169,77.292
RX-2,SV-W,2026-05-14T11:12:00Z,20296157.675,20296157.370,77.508
RX-2,SV-W,2026-05-14T11:13:00Z,20292206.871,20292206.732,77.725
RX-2,SV-W,2026-05-14T11:14:00Z,20288325.077,20288325.081,77.941
RX-2,SV-W,2026-05-14T11:15:00Z,20284512.268,20284511.983,78.158
RX-3,SV-K,2026-05-14T17:30:00Z,21277308.405,21277313.082,51.818
RX-3,SV-K,2026-05-14T17:31:00Z,21266251.003,21266255.916,52.018
RX-3,SV-K,2026-05-14T17:32:00Z,21255249.607,21255253.945,52.217
RX-3,SV-K,2026-05-14T17:33:00Z,21244304.113,21244308.581,52.416
RX-3,SV-K,2026-05-14T17:34:00Z,21233414.733,21233418.974,52.615
RX-3,SV-K,2026-05-14T17:35:00Z,21222580.930,21222585.669,52.815
RX-3,SV-K,2026-05-14T17:36:00Z,21211803.742,21211808.446,53.014
RX-3,SV-K,2026-05-14T17:37:00Z,21201082.646,21201087.074,53.213
RX-3,SV-K,2026-05-14T17:38:00Z,21190417.487,21190422.154,53.412
RX-3,SV-K,2026-05-14T17:39:00Z,21179808.950,21179813.148,53.612
RX-3,SV-K,2026-05-14T17:40:00Z,21169256.077,21169260.794,53.811
RX-3,SV-K,2026-05-14T17:41:00Z,21158759.845,21158764.159,54.010
RX-3,SV-K,2026-05-14T17:42:00Z,21148319.809,21148324.579,54.209
RX-3,SV-K,2026-05-14T17:43:00Z,21137936.433,21137940.795,54.409
RX-3,SV-K,2026-05-14T17:44:00Z,21127609.023,21127613.592,54.608
RX-3,SV-K,2026-05-14T17:45:00Z,21117338.292,21117342.794,54.807
RX-3,SV-K,2026-05-14T17:46:00Z,21107123.834,21107128.435,55.006
RX-3,SV-K,2026-05-14T17:47:00Z,21096966.309,21096970.676,55.206
RX-3,SV-K,2026-05-14T17:48:00Z,21086864.855,21086869.106,55.405
RX-3,SV-K,2026-05-14T17:49:00Z,21076820.127,21076824.381,55.604
RX-3,SV-K,2026-05-14T17:50:00Z,21066831.887,21066836.216,55.803
RX-3,SV-K,2026-05-14T17:51:00Z,21056900.173,21056904.705,56.002
RX-3,SV-K,2026-05-14T17:52:00Z,21047025.488,21047029.723,56.202
RX-3,SV-K,2026-05-14T17:53:00Z,21037207.378,21037211.551,56.401
RX-3,SV-K,2026-05-14T17:54:00Z,21027445.933,21027450.198,56.600
RX-3,SV-K,2026-05-14T17:55:00Z,21017741.235,21017745.523,56.799
RX-3,SV-K,2026-05-14T17:56:00Z,21008092.777,21008097.493,56.999
RX-3,SV-K,2026-05-14T17:57:00Z,20998501.991,20998506.390,57.198
RX-3,SV-K,2026-05-14T17:58:00Z,20988967.812,20988971.813,57.397
RX-3,SV-K,2026-05-14T17:59:00Z,20979490.340,20979494.777,57.596
RX-3,SV-K,2026-05-14T18:00:00Z,20970069.747,20970073.959,57.796
RX-3,SV-K,2026-05-14T18:01:00Z,20960705.920,20960710.383,57.995
RX-3,SV-K,2026-05-14T18:02:00Z,20951399.364,20951403.677,58.194
RX-3,SV-K,2026-05-14T18:03:00Z,20942149.817,20942153.859,58.393
RX-3,SV-K,2026-05-14T18:04:00Z,20932956.994,20932961.336,58.593
RX-3,SV-K,2026-05-14T18:05:00Z,20923821.410,20923825.941,58.792
RX-3,SV-K,2026-05-14T18:06:00Z,20914742.788,20914747.091,58.991
RX-3,SV-K,2026-05-14T18:07:00Z,20905721.339,20905725.861,59.190
RX-3,SV-K,2026-05-14T18:08:00Z,20896756.952,20896761.231,59.390
RX-3,SV-K,2026-05-14T18:09:00Z,20887849.544,20887854.115,59.589
RX-3,SV-K,2026-05-14T18:10:00Z,20878999.497,20879004.034,59.788
RX-3,SV-K,2026-05-14T18:11:00Z,20870206.570,20870211.087,59.987
RX-3,SV-K,2026-05-14T18:12:00Z,20861471.034,20861475.539,60.187
RX-3,SV-K,2026-05-14T18:13:00Z,20852792.640,20852797.256,60.386
RX-3,SV-K,2026-05-14T18:14:00Z,20844171.374,20844175.807,60.585
RX-3,SV-K,2026-05-14T18:15:00Z,20835607.511,20835611.968,60.784
RX-3,SV-K,2026-05-14T18:16:00Z,20827101.127,20827105.410,60.984
RX-3,SV-K,2026-05-14T18:17:00Z,20818651.926,20818656.000,61.183
RX-3,SV-K,2026-05-14T18:18:00Z,20810259.883,20810264.121,61.382
RX-3,SV-K,2026-05-14T18:19:00Z,20801925.356,20801929.763,61.581
RX-3,SV-K,2026-05-14T18:20:00Z,20793648.265,20793652.516,61.781
